,country,location,company,tech,component,phase,investment_value,capacity,status,dt_announce,dt_actual,dt_operational,dt_cancel,jobs,checked,reject-phase,finetune,share-investment
ITA-06800-01010_06_00_00,ITA,Priolo,EDF,solar,deployment,initial,-,13.5 MWp,operational,11-2010,11-2010,11-2010,NA,-,False,False,False,False
ITA-06801-01587_06_00_00,ITA,Perugia,EDP,solar,deployment,initial,-,5.9 MW,announced,01-2022,NA,NA,NA,-,False,False,False,False
ITA-06802-02823_08_00_00,ITA,Craco and Stigliano,EDPR,wind,deployment,initial,-,35 MW,operational,-,-,09-2022,NA,-,False,False,False,False
ITA-02660-02823_06_00_00,ITA,Montalto di Castro,EDPR,solar,deployment,initial,-,103 MW,operational,-,-,-,NA,-,False,False,False,False
ITA-04402-02823_08_00_00,ITA,Serracapriola,EDPR,wind,deployment,initial,-,28 MW,operational,-,-,04-2021,NA,-,False,False,False,False
ITA-04402-02823_06_00_00,ITA,Serracapriola,EDPR,solar,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
ITA-06301-02823_06_00_00,ITA,Tuscania,EDPR,solar,deployment,initial,-,72 MW,operational,-,-,-,NA,-,False,False,False,False
ITA-06803-07409_01_00_00,ITA,Ferrara Energy Center,EP Produzione,battery,deployment,initial,-,85 MW,announced,08-2024,NA,NA,NA,-,True,False,False,False
ITA-06804-07409_01_00_00,ITA,Fiume Santo,EP Produzione,battery,deployment,initial,-,85 MW,announced,08-2024,NA,NA,NA,-,True,False,False,False
ITA-06759-04876_06_00_00,ITA,Cagliari,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06805-04876_06_00_00,ITA,Caltanissetta,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-03951-04876_06_00_00,ITA,Foggia,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-03787-04876_06_00_00,ITA,Genoa,ERG,solar,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
ITA-06806-04876_06_00_00,ITA,Isernia,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06807-04876_06_00_00,ITA,L'Aquila,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06808-04876_06_00_00,ITA,Latina,ERG,solar,deployment,initial,-,297.6 MW,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06809-04876_06_00_00,ITA,Limestre,ERG,solar,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
ITA-06809-04876_01_00_00,ITA,Limestre,ERG,battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06810-04876_06_00_00,ITA,Mantova,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06760-04876_06_00_00,ITA,Nuoro,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06811-04876_06_00_00,ITA,Palermo,ERG,solar,deployment,initial,-,297.6 MW,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06812-04876_06_00_00,ITA,Parma,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06729-04876_08_00_00,ITA,Partinico-Monreale,ERG,wind,deployment,initial,-,42 MW,actual,03-2023,-,NA,NA,-,False,False,False,False
ITA-03324-04876_06_00_00,ITA,Pavia,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06801-04876_06_00_00,ITA,Perugia,ERG,solar,deployment,initial,-,5.9 MW,announced,01-2022,NA,NA,NA,-,False,False,False,False
ITA-04966-04876_06_00_00,ITA,Reggio Emilia,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06813-04876_06_00_00,ITA,Sassari,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06814-04876_06_00_00,ITA,Savona,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06815-04876_06_00_00,ITA,Siracusa,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06749-04876_06_00_00,ITA,Trapani,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-03431-04876_06_00_00,ITA,Udine,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06816-04876_06_00_00,ITA,Vercelli,ERG,solar,deployment,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06817-07410_08_00_00,ITA,Brockaghboy,ERG Power,wind,deployment,initial,-,-,cancelled,-,NA,NA,-,-,False,False,False,False
ITA-06818-07411_06_00_00,ITA,Torre Santa Susanna,EST Energie & Solar Technik,solar,deployment,initial,-,7.56 MW,operational,-,12-2010,06-2011,NA,-,False,False,False,False
ITA-06819-07412_02_00_00,ITA,Novoli,EWA,geothermal,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-00322-03913_06_00_00,ITA,Florence,Ecube Labs,solar,deployment,initial,-,-,announced,03-2022,NA,NA,NA,-,False,False,False,False
ITA-06820-04901_01_00_00,ITA,Altomonte,Edison,battery,deployment,initial,-,500 kW/822 kWh,operational,11-2018,11-2018,11-2018,NA,-,True,False,True,False
ITA-06820-04901_06_00_00,ITA,Altomonte,Edison,solar,deployment,initial,-,-,operational,11-2018,-,11-2018,NA,-,True,False,True,False
ITA-03950-04901_04_01_00,ITA,Brindisi,Edison,hydrogen,green_hydrogen,initial,-,60 MW,actual,09-2021,-,NA,NA,-,False,False,False,False
ITA-03950-04901_04_04_00,ITA,Brindisi,Edison,hydrogen,electrolysers,initial,-,60 MW,actual,09-2021,-,NA,NA,-,False,False,False,False
ITA-06777-04901_06_00_00,ITA,Campobasso,Edison,solar,deployment,initial,-,7.8 MW,announced,06-2022,NA,NA,NA,-,False,False,False,False
ITA-04440-04901_04_01_00,ITA,Cerignola,Edison,hydrogen,green_hydrogen,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-04440-04901_06_00_00,ITA,Cerignola,Edison,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06821-04901_03_00_00,ITA,Pescopagano,Edison,hydroelectric,deployment,initial,€1.2 billion,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06821-04901_03_00_01,ITA,Pescopagano,Edison,hydroelectric,deployment,first expansion,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-03684-04901_04_01_00,ITA,Puglia,Edison,hydrogen,green_hydrogen,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
ITA-03952-04901_04_01_00,ITA,Taranto,Edison,hydrogen,green_hydrogen,initial,-,-,announced,09-2021,NA,NA,NA,-,False,False,False,False
ITA-06068-04901_04_00_00,ITA,Venice,Edison,hydrogen,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06822-04901_03_00_00,ITA,Villarosa,Edison,hydroelectric,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06759-07413_06_00_00,ITA,Cagliari,Ego,solar,deployment,initial,-,-,actual,09-2018,-,NA,NA,-,False,False,False,False
ITA-01145-07414_01_00_00,ITA,Turin,Electra Vehicles,battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-01145-07414_07_00_00,ITA,Turin,Electra Vehicles,vehicle,deployment,initial,21 million USD,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-04282-02080_04_04_00,ITA,Aosta Valley,Enapter,hydrogen,electrolysers,initial,-,1 MW,actual,07-2024,-,NA,NA,-,False,False,False,False
ITA-04282-02080_04_01_00,ITA,Aosta Valley,Enapter,hydrogen,green_hydrogen,initial,-,1 MW,actual,07-2024,-,NA,NA,-,False,False,False,False
ITA-04282-02080_06_00_00,ITA,Aosta Valley,Enapter,solar,deployment,initial,-,-,announced,07-2024,NA,NA,NA,-,False,False,False,False
ITA-05228-02080_04_04_00,ITA,Marche,Enapter,hydrogen,electrolysers,initial,-,4 MW,actual,-,-,NA,NA,-,False,False,False,False
ITA-05228-02080_04_01_00,ITA,Marche,Enapter,hydrogen,green_hydrogen,initial,-,4 MW,actual,-,-,NA,NA,-,False,False,False,False
ITA-05932-02080_04_04_00,ITA,Pisa,Enapter,hydrogen,electrolysers,initial,-,-,announced,10-2020,NA,NA,NA,-,False,False,False,False
ITA-02344-06476_04_01_00,ITA,Rome,Enea,hydrogen,green_hydrogen,initial,€14 million,15 kg per day,announced,03-2021,NA,NA,NA,-,False,False,False,False
ITA-02344-06476_04_04_00,ITA,Rome,Enea,hydrogen,electrolysers,initial,€14 million,15 kg per day,announced,04-2021,NA,NA,NA,-,False,False,False,False
ITA-06824-02081_06_00_00,ITA,Adrano,Enel,solar,deployment,initial,-,9 MW,actual,01-2011,01-2011,NA,NA,-,False,False,False,False
ITA-06825-02081_03_01_00,ITA,Bargi,Enel,hydroelectric,turbine_manufacturing,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06826-02081_06_00_00,ITA,Barrafranca,Enel,solar,deployment,initial,-,5 MW,operational,-,-,06-2011,NA,-,False,False,False,False
ITA-05406-02081_08_00_00,ITA,Basilicata,Enel,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-05406-02081_01_00_00,ITA,Basilicata,Enel,battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,True,False,False,False
ITA-06827-02081_01_00_00,ITA,Bergamo,Enel,battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,True,False,True,False
ITA-06827-02081_03_00_00,ITA,Bergamo,Enel,hydroelectric,deployment,initial,-,-,operational,-,NA,NA,NA,-,True,False,True,False
ITA-06828-02081_06_00_00,ITA,Borgo San Lazzaro,Enel,solar,deployment,initial,-,-,operational,-,-,07-2013,NA,-,False,False,False,False
ITA-06830-02081_08_00_00,ITA,Calabria,Enel,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06771-02081_03_01_00,ITA,Camugnano,Enel,hydroelectric,turbine_manufacturing,initial,-,-,actual,12-2022,12-2022,NA,NA,-,False,False,False,False
ITA-06831-02081_08_00_00,ITA,Castelmauro,Enel,wind,deployment,initial,-,29.4 MW,actual,05-2021,01-2021,NA,NA,-,False,False,False,False
ITA-00167-02081_06_04_00,ITA,Catania,Enel,solar,modules,initial,150 million EUR,160 MW,actual,04-2010,06-2011,NA,NA,280,False,False,False,False
ITA-00167-02081_06_04_01,ITA,Catania,Enel,solar,modules,first expansion,-,-,actual,01-2022,06-2011,NA,NA,-,False,False,False,False
ITA-00167-02081_06_04_02,ITA,Catania,Enel,solar,modules,second expansion,€560 million,-,actual,01-2022,01-2022,NA,NA,-,False,False,False,False
ITA-06832-02081_08_00_00,ITA,Catanzaro,Enel,wind,deployment,initial,-,-,cancelled,-,NA,NA,-,-,False,False,False,False
ITA-01545-02081_06_00_00,ITA,Emilia-Romagna,Enel,solar,deployment,initial,-,17 MW,actual,09-2021,-,NA,NA,-,False,False,False,False
ITA-06833-02081_06_00_00,ITA,Emilia-Romagna and Sicily,Enel,solar,deployment,initial,-,350 MW,announced,05-2021,NA,NA,NA,-,False,False,False,False
ITA-06834-02081_06_00_00,ITA,Enea-Portici experimental area,Enel,solar,deployment,initial,-,7 kW,announced,05-2021,NA,NA,NA,-,False,False,False,False
ITA-02262-02081_04_01_00,ITA,Eni refineries,Enel,hydrogen,green_hydrogen,initial,-,20 MW,announced,12-2020,NA,NA,NA,-,False,False,False,False
ITA-02262-02081_04_04_00,ITA,Eni refineries,Enel,hydrogen,electrolysers,initial,-,20 MW,announced,12-2020,NA,NA,NA,-,False,False,False,False
ITA-06835-02081_02_00_00,ITA,Farinello,Enel,geothermal,deployment,initial,-,-,operational,-,-,-,NA,-,False,False,False,False
ITA-05830-02081_02_00_00,ITA,Ferrara,Enel,geothermal,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
ITA-06619-02081_03_00_00,ITA,Lake Suviana,Enel,hydroelectric,deployment,initial,-,-,operational,-,-,-,NA,-,False,False,False,False
ITA-06836-02081_02_00_00,ITA,Larderello,Enel,geothermal,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06836-02081_02_00_01,ITA,Larderello,Enel,geothermal,deployment,first expansion,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06837-02081_08_00_00,ITA,Maida,Enel,wind,deployment,initial,-,-,actual,03-2016,-,NA,NA,-,False,False,False,False
ITA-00681-02081_06_00_00,ITA,Maranello,Enel,solar,deployment,initial,-,"1,535 kWp",actual,07-2022,07-2022,NA,NA,-,False,False,False,False
ITA-00681-02081_07_00_00,ITA,Maranello,Enel,vehicle,deployment,initial,-,"1,535 kWp",actual,-,-,NA,NA,-,False,False,False,False
ITA-06838-02081_02_00_00,ITA,Monterotondo Marittimo,Enel,geothermal,deployment,initial,-,-,announced,06-2015,NA,NA,NA,-,False,False,False,False
ITA-03388-02081_08_00_00,ITA,Northern Chile,Enel,wind,deployment,initial,-,-,actual,08-2021,09-2021,NA,NA,-,False,False,False,False
ITA-03388-02081_04_01_00,ITA,Northern Chile,Enel,hydrogen,green_hydrogen,initial,-,-,actual,08-2021,09-2021,NA,NA,-,False,False,False,False
ITA-06731-02081_06_03_00,ITA,Passo Martino,Enel,solar,cell,initial,-,-,announced,06-2017,NA,NA,NA,-,False,False,False,False
ITA-06731-02081_06_04_00,ITA,Passo Martino,Enel,solar,modules,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06731-02081_04_01_00,ITA,Passo Martino,Enel,hydrogen,green_hydrogen,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06731-02081_04_04_00,ITA,Passo Martino,Enel,hydrogen,electrolysers,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06801-02081_06_00_00,ITA,Perugia,Enel,solar,deployment,initial,-,5.9 MW,announced,01-2022,NA,NA,NA,-,False,False,False,False
ITA-06839-02081_02_00_00,ITA,Piancastagnaio,Enel,geothermal,deployment,initial,-,-,announced,04-2023,NA,NA,NA,-,False,False,False,False
ITA-06732-02081_06_00_00,ITA,Poggio Renatico,Enel,solar,deployment,initial,-,17 MW,operational,10-2021,-,03-2023,NA,-,False,False,False,False
ITA-06840-02081_03_00_00,ITA,Presenzano,Enel,hydroelectric,deployment,initial,-,-,announced,07-2019,NA,NA,NA,-,False,False,False,False
ITA-06800-02081_01_00_00,ITA,Priolo,Enel,battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-02344-02081_06_00_00,ITA,Rome,Enel,solar,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
ITA-02344-02081_06_00_01,ITA,Rome,Enel,solar,deployment,first expansion,-,-,actual,-,-,NA,NA,-,False,False,False,False
ITA-02344-02081_01_00_00,ITA,Rome,Enel,battery,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06841-02081_01_00_00,ITA,Rome-Fiumicino International Airport,Enel,battery,deployment,initial,€3 million,10 MWh,actual,03-2022,03-2022,NA,NA,-,False,False,False,False
ITA-06841-02081_06_00_00,ITA,Rome-Fiumicino International Airport,Enel,solar,deployment,initial,-,-,actual,03-2022,03-2022,NA,NA,-,False,False,False,False
ITA-06842-02081_06_00_00,ITA,San Gillio,Enel,solar,deployment,initial,-,4.8 MW,operational,09-2011,-,08-2011,NA,-,False,False,False,False
ITA-01490-02081_08_00_00,ITA,Sardinia,Enel,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-02485-02081_04_01_00,ITA,Sarroch,Enel,hydrogen,green_hydrogen,initial,-,20 MW,announced,02-2021,NA,NA,NA,-,False,False,False,False
ITA-02485-02081_04_04_00,ITA,Sarroch,Enel,hydrogen,electrolysers,initial,-,20 MW,announced,02-2021,NA,NA,NA,-,False,False,False,False
ITA-06843-02081_06_00_00,ITA,Sesto Campano,Enel,solar,deployment,initial,-,500 kW,operational,09-2011,-,09-2011,NA,-,False,False,False,False
ITA-02264-02081_08_00_00,ITA,Sicily,Enel,wind,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-02264-02081_06_03_00,ITA,Sicily,Enel,solar,cell,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-02264-02081_06_04_00,ITA,Sicily,Enel,solar,modules,initial,-,-,actual,01-04-2022,-,NA,NA,-,False,False,False,False
ITA-02264-02081_06_04_01,ITA,Sicily,Enel,solar,modules,first expansion,-,-,actual,04-2022,-,NA,NA,1000,False,False,False,False
ITA-06844-02081_06_00_00,ITA,Spineto,Enel,solar,deployment,initial,-,-,operational,03-2013,-,03-2013,NA,-,False,False,False,False
ITA-04499-02081_06_00_00,ITA,Tarquinia,Enel,solar,deployment,initial,-,170 MW,actual,-,03-2023,NA,NA,330,False,False,False,False
ITA-06733-02081_06_00_00,ITA,Trino,Enel,solar,deployment,initial,-,87 MW,operational,10-2022,10-2022,06-2024,NA,-,True,False,False,False
ITA-06733-02081_06_00_01,ITA,Trino,Enel,solar,deployment,first expansion,-,87 MW,operational,10-2022,10-2022,06-2024,NA,-,False,False,False,False
ITA-06733-02081_01_99_00,ITA,Trino,Enel,battery,deployment,initial,-,-,operational,-,-,06-2024,NA,-,True,False,True,False
ITA-06846-02081_01_00_00,ITA,Valbondione,Enel,battery,deployment,initial,-,4 MW/8 MWh,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06846-02081_03_00_00,ITA,Valbondione,Enel,hydroelectric,deployment,initial,-,43.4 MW,operational,-,NA,01-1923,NA,-,True,False,True,False
ITA-06847-02081_03_00_00,ITA,Valmalenco,Enel,hydroelectric,deployment,initial,-,-,operational,-,-,-,NA,-,False,False,False,False
ITA-06240-02081_06_00_00,ITA,Viterbo,Enel,solar,deployment,initial,-,170 MW,actual,-,03-2023,NA,NA,330,False,False,False,False
ITA-03488-02081_04_01_00,ITA,near Eni refineries,Enel,hydrogen,green_hydrogen,initial,-,-,announced,12-2020,NA,NA,NA,-,False,False,False,False
ITA-03488-02081_04_04_00,ITA,near Eni refineries,Enel,hydrogen,electrolysers,initial,-,10 MW,announced,12-2020,NA,NA,NA,-,False,False,False,False
ITA-03684-07416_04_00_00,ITA,Puglia,Enel Distribuzione,hydrogen,deployment,initial,-,39 MWh,announced,07-2012,NA,NA,NA,-,False,False,False,False
ITA-05406-04945_03_00_00,ITA,Basilicata,Enel Green Power Italia,hydroelectric,deployment,initial,-,-,actual,01-2022,-,NA,NA,-,False,False,False,False
ITA-06734-04945_06_00_00,ITA,Campania,Enel Green Power Italia,solar,deployment,initial,-,-,actual,01-2022,-,NA,NA,-,False,False,False,False
ITA-06734-04945_03_00_00,ITA,Campania,Enel Green Power Italia,hydroelectric,deployment,initial,-,-,announced,01-2022,NA,NA,NA,-,False,False,False,False
ITA-06848-04945_08_00_00,ITA,Contrada Magaggiari,Enel Green Power Italia,wind,deployment,initial,-,14.4 MW,operational,04-2021,-,04-2021,NA,-,False,False,False,False
ITA-04493-04945_04_01_00,ITA,La Spezia,Enel Green Power Italia,hydrogen,green_hydrogen,initial,-,-,announced,06-2021,NA,NA,NA,-,False,False,False,False
ITA-04493-04945_04_05_00,ITA,La Spezia,Enel Green Power Italia,hydrogen,storage,initial,-,-,announced,08-2021,NA,NA,NA,-,False,False,False,False
ITA-03732-04945_06_00_00,ITA,Lazio,Enel Green Power Italia,solar,deployment,initial,-,-,actual,02-2022,-,NA,NA,-,False,False,False,False
ITA-05227-04945_06_00_00,ITA,Lombardy,Enel Green Power Italia,solar,deployment,initial,-,-,actual,01-2022,-,NA,NA,-,False,False,False,False
ITA-05227-04945_03_05_00,ITA,Lombardy,Enel Green Power Italia,hydroelectric,other,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-05228-04945_03_00_00,ITA,Marche,Enel Green Power Italia,hydroelectric,deployment,initial,-,3.1 MW,actual,01-2022,01-2022,NA,NA,-,False,False,False,False
ITA-05228-04945_06_00_00,ITA,Marche,Enel Green Power Italia,solar,deployment,initial,-,-,actual,-,-,NA,NA,-,False,False,False,False
ITA-00862-04945_06_00_00,ITA,Piedmont,Enel Green Power Italia,solar,deployment,initial,-,89.2 MW,actual,02-2022,06-2022,NA,NA,-,False,False,False,False
ITA-01705-04945_06_00_00,ITA,Tuscany,Enel Green Power Italia,solar,deployment,initial,-,89.2 MW,actual,02-2022,-,NA,NA,-,False,False,False,False
ITA-06815-07417_06_00_00,ITA,Siracusa,Enel Green Power Solar Energy S.R.,solar,deployment,initial,-,4 MW,actual,05-2021,-,NA,NA,-,False,False,False,False
ITA-05830-07418_06_00_00,ITA,Ferrara,Enel Green Power Srl,solar,deployment,initial,-,4 to 8 MW,announced,05-2021,NA,NA,NA,-,False,False,False,False
ITA-02264-07339_06_00_00,ITA,Sicily,Enel Produzione,solar,deployment,initial,-,89.2 MW,actual,02-2022,-,NA,NA,-,False,False,False,False
ITA-02264-07339_03_00_00,ITA,Sicily,Enel Produzione,hydroelectric,deployment,initial,-,-,announced,02-2022,NA,NA,NA,-,False,False,False,False
ITA-06841-07419_01_00_00,ITA,Rome-Fiumicino International Airport,Enel X Global Retail,battery,deployment,initial,-,10 MWh,announced,03-2022,NA,NA,NA,-,False,False,False,False
ITA-06841-07419_06_00_00,ITA,Rome-Fiumicino International Airport,Enel X Global Retail,solar,deployment,initial,-,-,announced,03-2022,NA,NA,NA,-,False,False,False,False
ITA-03732-07420_02_06_00,ITA,Lazio,Energia,geothermal,other,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-01035-00220_07_99_00,ITA,Soliera,Energica,vehicle,NA,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-01490-01620_01_00_00,ITA,Sardinia,Energy Dome,battery,deployment,initial,11 million USD,-,actual,10-2021,12-2023,NA,NA,-,True,False,False,False
ITA-01490-01620_01_00_01,ITA,Sardinia,Energy Dome,battery,deployment,first expansion,-,-,actual,10-2021,09-2022,NA,NA,-,False,False,False,False
ITA-01490-01620_01_00_02,ITA,Sardinia,Energy Dome,battery,deployment,second expansion,€35 million,-,actual,04-2023,-,NA,NA,-,False,False,False,False
ITA-02715-02861_06_00_00,ITA,Treviso,Energy Saving,solar,deployment,initial,-,-,announced,-,NA,NA,NA,-,False,False,False,False
ITA-06735-07340_01_03_00,ITA,['Veneto'],Energy SpA,battery,cell_manufacturing,['initial'],-,['600–800 batteries per day'],announced,05-2023,NA,['NA'],NA,-,True,True,False,False
